epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,895.605,1.13539,0.58095,1.10727,0.97568,0.93225,0.96581,0.66333,1.12353,0.53408,1.1108,0.008317,0.008317,0.008317
19,943.368,1.11857,0.56991,1.09413,0.97079,0.92802,0.96154,0.66171,1.1502,0.51986,1.12727,0.008218,0.008218,0.008218
20,991.379,1.12318,0.56745,1.09976,0.97781,0.92362,0.95919,0.67066,1.11557,0.49972,1.09351,0.008119,0.008119,0.008119
21,1039.25,1.12923,0.56768,1.10111,0.98053,0.91757,0.96011,0.66856,1.10431,0.50965,1.08583,0.00802,0.00802,0.00802
22,1087.58,1.12205,0.56256,1.09641,0.97888,0.93667,0.96388,0.67778,1.10631,0.48851,1.09052,0.007921,0.007921,0.007921
23,1135.93,1.1062,0.5565,1.08562,0.98409,0.93121,0.96437,0.67852,1.10075,0.49157,1.08256,0.007822,0.007822,0.007822
24,1185.4,1.10454,0.54556,1.08596,0.97648,0.92847,0.96135,0.67945,1.09964,0.48959,1.09172,0.007723,0.007723,0.007723
25,1234.73,1.09859,0.54584,1.07546,0.97199,0.92938,0.96245,0.6758,1.11532,0.47842,1.08312,0.007624,0.007624,0.007624
26,1281.51,1.0935,0.54056,1.0731,0.98226,0.93326,0.96774,0.68535,1.08723,0.48054,1.07905,0.007525,0.007525,0.007525
27,1327.25,1.09956,0.53462,1.08462,0.97625,0.93618,0.96504,0.67947,1.0852,0.46894,1.06925,0.007426,0.007426,0.007426
28,1374.56,1.09638,0.5331,1.06974,0.98023,0.93349,0.9666,0.68857,1.09716,0.46892,1.07887,0.007327,0.007327,0.007327
29,1421.9,1.08505,0.53026,1.07171,0.98285,0.93622,0.9648,0.68729,1.07689,0.46273,1.07472,0.007228,0.007228,0.007228
30,1469.24,1.08226,0.52372,1.06875,0.9836,0.93485,0.96808,0.686,1.07613,0.45491,1.07474,0.007129,0.007129,0.007129
31,1516.37,1.07849,0.51752,1.07348,0.98133,0.93667,0.96983,0.6886,1.07764,0.45573,1.06748,0.00703,0.00703,0.00703
32,1563.98,1.0797,0.51729,1.06682,0.98356,0.93759,0.96805,0.69051,1.08151,0.44947,1.06743,0.006931,0.006931,0.006931
33,1611.36,1.07595,0.51043,1.06586,0.97766,0.93713,0.96762,0.69206,1.07334,0.46186,1.06483,0.006832,0.006832,0.006832
34,1659.06,1.08618,0.51943,1.06799,0.98328,0.93788,0.96997,0.69049,1.07413,0.4513,1.07295,0.006733,0.006733,0.006733
35,1706.17,1.08374,0.51729,1.06579,0.98182,0.9385,0.96838,0.68774,1.08608,0.44481,1.07054,0.006634,0.006634,0.006634
36,1753.5,1.07067,0.50439,1.06394,0.98468,0.93622,0.97304,0.6998,1.06563,0.43435,1.05797,0.006535,0.006535,0.006535
37,1801.82,1.07224,0.50784,1.06612,0.98181,0.94396,0.97361,0.69765,1.06519,0.43053,1.05564,0.006436,0.006436,0.006436
38,1852.68,1.07378,0.50078,1.06912,0.98424,0.93921,0.97132,0.69854,1.08604,0.43988,1.07254,0.006337,0.006337,0.006337
39,1902.42,1.06316,0.50078,1.05887,0.97959,0.94042,0.97031,0.70195,1.06997,0.43068,1.06844,0.006238,0.006238,0.006238
40,1952.7,1.05215,0.49552,1.05309,0.98572,0.94032,0.97063,0.69709,1.0683,0.42837,1.06524,0.006139,0.006139,0.006139
41,2001.7,1.06114,0.49766,1.05162,0.98662,0.94082,0.9736,0.69961,1.05712,0.42556,1.05053,0.00604,0.00604,0.00604
42,2052.15,1.04798,0.48923,1.04679,0.98106,0.93941,0.97431,0.70101,1.0628,0.42755,1.05493,0.005941,0.005941,0.005941
43,2102.48,1.05577,0.49123,1.0497,0.98204,0.94533,0.9719,0.69861,1.05936,0.41963,1.05312,0.005842,0.005842,0.005842
44,2153.8,1.04837,0.48659,1.05484,0.98086,0.94487,0.97282,0.70134,1.05317,0.41833,1.05882,0.005743,0.005743,0.005743
45,2204.82,1.04252,0.4786,1.04973,0.98322,0.94897,0.9737,0.70818,1.05988,0.4129,1.05282,0.005644,0.005644,0.005644
46,2254.97,1.04215,0.48754,1.05075,0.98642,0.93667,0.97145,0.70238,1.04997,0.41189,1.05405,0.005545,0.005545,0.005545
47,2302.5,1.04757,0.48426,1.05219,0.98498,0.9385,0.9726,0.70144,1.06694,0.41517,1.05719,0.005446,0.005446,0.005446
48,2349.95,1.03717,0.47684,1.04397,0.98661,0.93941,0.97368,0.70419,1.06001,0.41409,1.05349,0.005347,0.005347,0.005347
49,2397.34,1.03709,0.47568,1.04653,0.98921,0.94214,0.97208,0.70661,1.05498,0.40521,1.05061,0.005248,0.005248,0.005248
50,2444.71,1.03505,0.46897,1.0456,0.97875,0.94435,0.97053,0.70327,1.06106,0.40924,1.05105,0.005149,0.005149,0.005149
51,2491,1.03406,0.47466,1.04304,0.98524,0.9425,0.97475,0.71399,1.04392,0.40505,1.04274,0.00505,0.00505,0.00505
52,2539.65,1.03392,0.46959,1.04111,0.9882,0.94214,0.97416,0.70953,1.04955,0.40551,1.04535,0.004951,0.004951,0.004951
53,2591.35,1.02447,0.46233,1.0449,0.9803,0.94761,0.97657,0.70983,1.05289,0.399,1.04699,0.004852,0.004852,0.004852
54,2642.58,1.02129,0.45959,1.03459,0.9873,0.9467,0.97448,0.71492,1.04628,0.39298,1.03875,0.004753,0.004753,0.004753
55,2692.93,1.0366,0.46793,1.04043,0.9844,0.94884,0.97513,0.71155,1.04524,0.39154,1.04362,0.004654,0.004654,0.004654
56,2745.19,1.02195,0.46179,1.04249,0.98622,0.94586,0.97597,0.71384,1.04427,0.39679,1.04292,0.004555,0.004555,0.004555
57,2796.48,1.01667,0.4599,1.03703,0.98487,0.94904,0.97574,0.71219,1.05107,0.40217,1.05115,0.004456,0.004456,0.004456
58,2847.62,1.01455,0.45494,1.03658,0.98762,0.94761,0.97636,0.71688,1.04355,0.39214,1.04361,0.004357,0.004357,0.004357
59,2897.87,1.00924,0.45244,1.02824,0.98357,0.94806,0.9761,0.71518,1.039,0.39311,1.03974,0.004258,0.004258,0.004258
60,2948.49,1.00875,0.45196,1.03545,0.98676,0.95102,0.97775,0.71765,1.03961,0.38906,1.03637,0.004159,0.004159,0.004159
61,2999.01,1.0074,0.44523,1.02881,0.98899,0.94143,0.97605,0.71503,1.04807,0.38899,1.04057,0.00406,0.00406,0.00406
62,3050.23,1.00769,0.4505,1.03082,0.98078,0.95309,0.97793,0.71912,1.04247,0.38278,1.04236,0.003961,0.003961,0.003961
63,3100.49,1.00073,0.44459,1.02998,0.98165,0.95057,0.97554,0.71549,1.04297,0.38388,1.04139,0.003862,0.003862,0.003862
64,3151.74,1.00094,0.43939,1.02989,0.97885,0.94894,0.97532,0.71318,1.04298,0.38494,1.04631,0.003763,0.003763,0.003763
65,3202.37,0.99359,0.43907,1.02806,0.97842,0.95023,0.97536,0.71586,1.03915,0.38208,1.04089,0.003664,0.003664,0.003664
66,3252.67,0.99106,0.43982,1.02392,0.98345,0.94765,0.97527,0.71879,1.03442,0.37913,1.03763,0.003565,0.003565,0.003565
67,3304.09,1.00069,0.43793,1.03135,0.98752,0.95034,0.97761,0.72,1.03259,0.37653,1.03635,0.003466,0.003466,0.003466
68,3355.81,0.99063,0.43269,1.01953,0.98716,0.94605,0.97578,0.71564,1.03864,0.37657,1.03513,0.003367,0.003367,0.003367
69,3407.09,0.984,0.43307,1.02015,0.98356,0.95392,0.97688,0.7177,1.03236,0.37455,1.03199,0.003268,0.003268,0.003268
70,3458.87,0.97329,0.42398,1.01453,0.98294,0.95353,0.97728,0.72087,1.03564,0.37764,1.03554,0.003169,0.003169,0.003169
71,3510.74,0.98444,0.43206,1.02055,0.98352,0.95183,0.97724,0.71852,1.0324,0.37485,1.03445,0.00307,0.00307,0.00307
72,3562.69,0.97545,0.42585,1.01603,0.98579,0.9482,0.97796,0.71829,1.03432,0.375,1.03217,0.002971,0.002971,0.002971
73,3614.47,0.97127,0.42449,1.0142,0.98204,0.95444,0.9767,0.72001,1.03474,0.37537,1.03643,0.002872,0.002872,0.002872
74,3665.25,0.97553,0.42233,1.01639,0.98521,0.95171,0.97802,0.72207,1.03116,0.37093,1.03251,0.002773,0.002773,0.002773
75,3716.15,0.97264,0.42051,1.01129,0.98081,0.95447,0.97699,0.71767,1.03206,0.37318,1.03108,0.002674,0.002674,0.002674
76,3766.39,0.97036,0.41866,1.01496,0.97717,0.95216,0.97649,0.72129,1.02803,0.36689,1.02924,0.002575,0.002575,0.002575
77,3816.42,0.96152,0.41423,1.01049,0.97674,0.95945,0.9788,0.72072,1.03251,0.36867,1.03198,0.002476,0.002476,0.002476
78,3866.73,0.96409,0.41635,1.01219,0.98612,0.95125,0.97904,0.7219,1.03287,0.36761,1.03376,0.002377,0.002377,0.002377
79,3916.81,0.95513,0.40921,1.00718,0.98294,0.95262,0.97834,0.71969,1.03468,0.36749,1.03468,0.002278,0.002278,0.002278
80,3967.32,0.95364,0.40813,1.004,0.98812,0.9467,0.97829,0.71841,1.03559,0.36863,1.03279,0.002179,0.002179,0.002179
81,4017.87,0.95999,0.40772,1.00503,0.98674,0.94533,0.97882,0.71991,1.03213,0.36749,1.03204,0.00208,0.00208,0.00208
82,4067.38,0.95826,0.40714,1.00551,0.98869,0.9467,0.97818,0.71818,1.03365,0.36744,1.03087,0.001981,0.001981,0.001981
83,4117.24,0.94288,0.40095,1.00312,0.98232,0.95399,0.97824,0.71851,1.03412,0.36566,1.0307,0.001882,0.001882,0.001882
84,4166.18,0.94299,0.40184,0.99968,0.98553,0.95034,0.97741,0.71796,1.03398,0.36486,1.02935,0.001783,0.001783,0.001783
85,4213.57,0.94175,0.39641,1.00065,0.98523,0.95034,0.97816,0.72137,1.03135,0.36206,1.02754,0.001684,0.001684,0.001684
86,4260.99,0.9387,0.39645,0.99884,0.98863,0.95098,0.9777,0.71976,1.03285,0.36138,1.02779,0.001585,0.001585,0.001585
87,4308.6,0.94168,0.39473,1.00007,0.9845,0.95507,0.97741,0.71875,1.03265,0.36139,1.02898,0.001486,0.001486,0.001486
88,4356.32,0.93186,0.39159,0.9976,0.98908,0.94883,0.97785,0.71898,1.03245,0.36303,1.02864,0.001387,0.001387,0.001387
89,4403.81,0.93255,0.38758,0.99912,0.98555,0.94943,0.97748,0.72054,1.03179,0.36177,1.02938,0.001288,0.001288,0.001288
90,4452.24,0.93442,0.38799,0.99696,0.97946,0.95572,0.97702,0.71946,1.03198,0.36322,1.02934,0.001189,0.001189,0.001189
91,4515.12,0.92064,0.35358,1.00166,0.97944,0.95474,0.97665,0.71879,1.03173,0.365,1.03096,0.00109,0.00109,0.00109
92,4562.85,0.91061,0.35022,0.99893,0.98983,0.94624,0.97741,0.72087,1.03024,0.36491,1.03089,0.000991,0.000991,0.000991
93,4610.11,0.90412,0.34684,0.99138,0.98709,0.94806,0.97656,0.72001,1.03141,0.36655,1.0313,0.000892,0.000892,0.000892
94,4657.65,0.89802,0.34341,0.9919,0.9797,0.95216,0.97561,0.72,1.03251,0.36679,1.03052,0.000793,0.000793,0.000793
95,4705.4,0.89553,0.33999,0.9907,0.98759,0.94257,0.9752,0.71889,1.03377,0.36792,1.03131,0.000694,0.000694,0.000694
96,4755.05,0.88843,0.3371,0.98545,0.98438,0.94738,0.9744,0.71839,1.03453,0.36961,1.03191,0.000595,0.000595,0.000595
97,4805.35,0.88643,0.33416,0.98956,0.9839,0.94674,0.9756,0.72087,1.03412,0.36936,1.03316,0.000496,0.000496,0.000496
98,4855.65,0.88215,0.33131,0.99003,0.98546,0.9467,0.9765,0.72029,1.03401,0.36878,1.03343,0.000397,0.000397,0.000397
99,4905.86,0.87716,0.32842,0.98499,0.9881,0.94611,0.97634,0.72094,1.03515,0.36941,1.03392,0.000298,0.000298,0.000298
100,4956.56,0.8793,0.3273,0.98796,0.98858,0.94612,0.97574,0.7207,1.03516,0.36945,1.03393,0.000199,0.000199,0.000199
