epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1583.9,1.1659,0.61834,1.21281,0.95964,0.9207,0.95807,0.64677,1.17989,0.55695,1.2898,0.008119,0.008119,0.008119
21,1661.96,1.16365,0.61514,1.21234,0.97191,0.91207,0.95762,0.65077,1.16956,0.55575,1.28039,0.00802,0.00802,0.00802
22,1741.98,1.16456,0.60581,1.21678,0.97182,0.91298,0.95978,0.653,1.16382,0.54717,1.27561,0.007921,0.007921,0.007921
23,1820.61,1.15862,0.61024,1.21184,0.96158,0.91211,0.96085,0.65003,1.17426,0.56711,1.27972,0.007822,0.007822,0.007822
24,1898.93,1.15036,0.59245,1.21479,0.97582,0.90159,0.95773,0.64454,1.1734,0.54991,1.27982,0.007723,0.007723,0.007723
25,1978.09,1.14385,0.59411,1.20086,0.96861,0.91253,0.96073,0.64768,1.16554,0.53793,1.27057,0.007624,0.007624,0.007624
26,2056.47,1.15085,0.58376,1.20418,0.96237,0.91708,0.96194,0.65277,1.17782,0.53632,1.26788,0.007525,0.007525,0.007525
27,2135.87,1.13871,0.58434,1.19705,0.9701,0.918,0.96111,0.65974,1.14441,0.53054,1.26371,0.007426,0.007426,0.007426
28,2214.64,1.13711,0.57707,1.19803,0.96281,0.9201,0.96133,0.6575,1.15019,0.53995,1.26452,0.007327,0.007327,0.007327
29,2293.24,1.12618,0.5672,1.19361,0.97049,0.91162,0.95955,0.65567,1.1564,0.51558,1.2655,0.007228,0.007228,0.007228
30,2372.35,1.1254,0.57081,1.1933,0.9645,0.92483,0.96356,0.66469,1.14975,0.514,1.25131,0.007129,0.007129,0.007129
31,2451.22,1.13735,0.56626,1.19475,0.95882,0.9229,0.96367,0.66126,1.13861,0.518,1.24548,0.00703,0.00703,0.00703
32,2529.62,1.12207,0.5678,1.19085,0.96768,0.91386,0.96157,0.66168,1.1529,0.50229,1.26242,0.006931,0.006931,0.006931
33,2608.28,1.11856,0.56241,1.18111,0.9696,0.918,0.96302,0.66361,1.15172,0.51533,1.25496,0.006832,0.006832,0.006832
34,2687.6,1.11921,0.55839,1.18861,0.97456,0.92164,0.96472,0.66383,1.14178,0.50815,1.25134,0.006733,0.006733,0.006733
35,2766.58,1.11616,0.5537,1.18335,0.9659,0.91845,0.96226,0.665,1.14058,0.49779,1.24997,0.006634,0.006634,0.006634
36,2844.74,1.11782,0.54518,1.18254,0.95511,0.93212,0.96566,0.66522,1.15124,0.49021,1.25589,0.006535,0.006535,0.006535
37,2923.24,1.12599,0.54823,1.18782,0.97911,0.91708,0.96756,0.66744,1.14818,0.49515,1.25959,0.006436,0.006436,0.006436
38,3002.07,1.11591,0.5503,1.18602,0.97072,0.92483,0.96076,0.667,1.1248,0.49492,1.24502,0.006337,0.006337,0.006337
39,3080.48,1.11866,0.54702,1.18421,0.96849,0.92984,0.96813,0.67171,1.11841,0.47783,1.23962,0.006238,0.006238,0.006238
40,3158.8,1.10913,0.54259,1.17802,0.97476,0.92392,0.96867,0.67598,1.1232,0.48217,1.24562,0.006139,0.006139,0.006139
41,3237.49,1.11193,0.54122,1.17179,0.96576,0.92523,0.9658,0.67445,1.13344,0.48265,1.24079,0.00604,0.00604,0.00604
42,3316.14,1.11003,0.53858,1.17739,0.95317,0.93652,0.96688,0.66797,1.14189,0.48402,1.2479,0.005941,0.005941,0.005941
43,3395.29,1.09968,0.53399,1.17293,0.97192,0.92756,0.96871,0.67381,1.12619,0.47178,1.23569,0.005842,0.005842,0.005842
44,3473.64,1.11096,0.53522,1.17861,0.96823,0.93028,0.96808,0.68083,1.11754,0.48016,1.23828,0.005743,0.005743,0.005743
45,3552.08,1.09916,0.53418,1.17858,0.96574,0.93986,0.96864,0.67535,1.1217,0.47536,1.23365,0.005644,0.005644,0.005644
46,3630.81,1.09842,0.53134,1.1727,0.97144,0.92963,0.96677,0.67734,1.11996,0.47925,1.2362,0.005545,0.005545,0.005545
47,3709.17,1.10762,0.52646,1.16921,0.96366,0.93713,0.96828,0.68043,1.11433,0.47475,1.22981,0.005446,0.005446,0.005446
48,3787.97,1.09064,0.51845,1.16284,0.95722,0.94032,0.96858,0.68043,1.10653,0.47213,1.22612,0.005347,0.005347,0.005347
49,3866.04,1.0863,0.51665,1.16574,0.96007,0.93622,0.96877,0.68176,1.11397,0.46665,1.22789,0.005248,0.005248,0.005248
50,3943.54,1.08699,0.51608,1.16456,0.95772,0.93902,0.96987,0.68175,1.10775,0.45999,1.22246,0.005149,0.005149,0.005149
51,4022.04,1.08795,0.51359,1.16194,0.97463,0.92893,0.97262,0.68853,1.10535,0.45344,1.22357,0.00505,0.00505,0.00505
52,4100.64,1.07617,0.51267,1.16184,0.97933,0.92803,0.97139,0.68608,1.10616,0.45901,1.22292,0.004951,0.004951,0.004951
53,4179.21,1.08233,0.50914,1.1604,0.97668,0.92711,0.97146,0.68624,1.10284,0.45663,1.22108,0.004852,0.004852,0.004852
54,4258.06,1.06944,0.49954,1.15363,0.96096,0.94203,0.97131,0.6889,1.10019,0.45086,1.22125,0.004753,0.004753,0.004753
55,4336.8,1.07931,0.50487,1.15976,0.96238,0.94406,0.97096,0.68593,1.1057,0.4527,1.22307,0.004654,0.004654,0.004654
56,4415.92,1.0831,0.50356,1.15985,0.96615,0.93627,0.97114,0.68708,1.09894,0.4477,1.21952,0.004555,0.004555,0.004555
57,4494.47,1.06883,0.49119,1.15233,0.96848,0.93796,0.972,0.68904,1.10163,0.45315,1.22124,0.004456,0.004456,0.004456
58,4573.45,1.06866,0.49629,1.15089,0.97343,0.93487,0.9728,0.69152,1.0992,0.44266,1.21593,0.004357,0.004357,0.004357
59,4652.79,1.06853,0.49689,1.14664,0.96152,0.9467,0.97159,0.68857,1.09477,0.44608,1.21963,0.004258,0.004258,0.004258
60,4732.22,1.07067,0.50047,1.15545,0.97117,0.93618,0.9714,0.68677,1.10015,0.44813,1.21862,0.004159,0.004159,0.004159
61,4810.96,1.06021,0.48908,1.14449,0.96548,0.94304,0.97295,0.69177,1.09505,0.43621,1.21522,0.00406,0.00406,0.00406
62,4890.12,1.06204,0.48996,1.14708,0.977,0.93257,0.97185,0.69052,1.09445,0.43693,1.21573,0.003961,0.003961,0.003961
63,4969.45,1.05281,0.48103,1.13997,0.97115,0.93212,0.97013,0.69335,1.09446,0.4415,1.21911,0.003862,0.003862,0.003862
64,5048.59,1.06201,0.49128,1.15235,0.96343,0.94829,0.9709,0.69054,1.09406,0.43226,1.21775,0.003763,0.003763,0.003763
65,5127.13,1.05974,0.48787,1.14986,0.97783,0.93895,0.97326,0.6943,1.08985,0.42893,1.21286,0.003664,0.003664,0.003664
66,5206.25,1.05195,0.47746,1.14197,0.97456,0.93576,0.97129,0.69313,1.08754,0.43049,1.21074,0.003565,0.003565,0.003565
67,5285.4,1.05585,0.47734,1.14099,0.98007,0.9385,0.97486,0.69823,1.08643,0.4272,1.21038,0.003466,0.003466,0.003466
68,5364.37,1.04374,0.4732,1.13417,0.97687,0.94301,0.97319,0.69637,1.08877,0.42015,1.2123,0.003367,0.003367,0.003367
69,5443.25,1.05931,0.47702,1.15063,0.98225,0.93986,0.97356,0.69594,1.09055,0.42294,1.21184,0.003268,0.003268,0.003268
70,5522.37,1.04776,0.47321,1.14341,0.97509,0.94527,0.97426,0.69863,1.08876,0.42334,1.21203,0.003169,0.003169,0.003169
71,5601.63,1.0474,0.47344,1.13584,0.97951,0.93655,0.9734,0.69514,1.09042,0.42678,1.21019,0.00307,0.00307,0.00307
72,5680.62,1.03787,0.46745,1.14229,0.98005,0.93759,0.97314,0.70125,1.08535,0.42421,1.21194,0.002971,0.002971,0.002971
73,5759.55,1.03957,0.46628,1.13728,0.97192,0.94627,0.97434,0.69994,1.0817,0.42885,1.20892,0.002872,0.002872,0.002872
74,5838.68,1.03944,0.46572,1.13884,0.97337,0.94897,0.97575,0.69981,1.0824,0.42663,1.20957,0.002773,0.002773,0.002773
75,5917.13,1.03523,0.46355,1.12869,0.97564,0.94989,0.97485,0.70186,1.07911,0.4202,1.205,0.002674,0.002674,0.002674
76,5995.4,1.03032,0.46381,1.12706,0.97381,0.94848,0.97427,0.7001,1.07991,0.42063,1.20555,0.002575,0.002575,0.002575
77,6074.05,1.02527,0.46095,1.12987,0.96548,0.95565,0.97419,0.69899,1.08272,0.41652,1.20884,0.002476,0.002476,0.002476
78,6153.18,1.0268,0.45675,1.12623,0.97687,0.94294,0.9743,0.70099,1.07998,0.41455,1.20521,0.002377,0.002377,0.002377
79,6232.21,1.01695,0.45242,1.12846,0.97339,0.95399,0.97498,0.69966,1.07991,0.41529,1.20242,0.002278,0.002278,0.002278
80,6311.08,1.02435,0.45296,1.12759,0.97428,0.94902,0.97278,0.69822,1.07951,0.41788,1.2027,0.002179,0.002179,0.002179
81,6390.08,1.0124,0.44875,1.11927,0.96783,0.9549,0.97404,0.69904,1.08084,0.42546,1.20168,0.00208,0.00208,0.00208
82,6468.98,1.02952,0.45406,1.12525,0.97135,0.95353,0.97522,0.70174,1.07992,0.41607,1.20178,0.001981,0.001981,0.001981
83,6548.56,1.00963,0.44436,1.11762,0.9708,0.95432,0.97452,0.70365,1.0803,0.41687,1.20353,0.001882,0.001882,0.001882
84,6627.36,1.0225,0.45204,1.12179,0.97526,0.952,0.97514,0.70308,1.07799,0.4136,1.20159,0.001783,0.001783,0.001783
85,6705.69,1.01545,0.44188,1.12389,0.97769,0.94943,0.97502,0.70436,1.07625,0.41136,1.20201,0.001684,0.001684,0.001684
86,6785.19,1.01858,0.43911,1.1184,0.97559,0.95034,0.97563,0.70632,1.07642,0.40943,1.20098,0.001585,0.001585,0.001585
87,6864.13,1.00547,0.43863,1.11605,0.97993,0.94852,0.97527,0.70403,1.0777,0.40914,1.19845,0.001486,0.001486,0.001486
88,6942.57,1.00679,0.44045,1.116,0.97682,0.94852,0.97421,0.70154,1.0766,0.40942,1.19878,0.001387,0.001387,0.001387
89,7021.67,1.00175,0.43753,1.11101,0.97655,0.94842,0.9741,0.70371,1.07473,0.40965,1.19785,0.001288,0.001288,0.001288
90,7101.54,1.00825,0.43944,1.11565,0.9754,0.94989,0.97457,0.70277,1.07299,0.41279,1.19688,0.001189,0.001189,0.001189
91,7187.29,1.00264,0.39931,1.12524,0.98019,0.94659,0.97487,0.70339,1.07609,0.40812,1.2011,0.00109,0.00109,0.00109
92,7263.82,0.99182,0.39398,1.12834,0.97932,0.94806,0.97407,0.70603,1.07332,0.40769,1.20018,0.000991,0.000991,0.000991
93,7340.27,0.98654,0.39577,1.11522,0.98208,0.94883,0.97519,0.70856,1.07296,0.40609,1.19953,0.000892,0.000892,0.000892
94,7416.04,0.99177,0.3912,1.12774,0.98113,0.94769,0.9747,0.70901,1.0713,0.40757,1.19904,0.000793,0.000793,0.000793
95,7492.23,0.98479,0.38601,1.12015,0.98388,0.94529,0.9747,0.71176,1.07153,0.40441,1.19915,0.000694,0.000694,0.000694
96,7568.21,0.9801,0.38302,1.12112,0.98382,0.94579,0.97633,0.71168,1.07147,0.40325,1.19859,0.000595,0.000595,0.000595
97,7644.43,0.97924,0.38213,1.11274,0.98586,0.94579,0.97712,0.71089,1.07278,0.40348,1.19846,0.000496,0.000496,0.000496
98,7720.55,0.9796,0.3785,1.11191,0.98405,0.94533,0.97715,0.71073,1.07178,0.40365,1.19751,0.000397,0.000397,0.000397
99,7797.12,0.97131,0.37692,1.10933,0.9866,0.94396,0.977,0.7116,1.07114,0.40434,1.19759,0.000298,0.000298,0.000298
100,7873.93,0.97524,0.37694,1.11328,0.984,0.94487,0.97674,0.71091,1.07177,0.4041,1.19753,0.000199,0.000199,0.000199
