epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,5243.57,1.04331,0.49852,1.08879,0.98466,0.96159,0.98496,0.72167,1.03163,0.35222,1.02343,0.005446,0.005446,0.005446
25,5462.18,1.04015,0.49364,1.08285,0.98478,0.96187,0.98511,0.72238,1.03011,0.35053,1.02205,0.005248,0.005248,0.005248
26,5679.09,1.03748,0.49013,1.08497,0.98579,0.95992,0.98512,0.72251,1.02869,0.3495,1.02167,0.00505,0.00505,0.00505
27,5896.7,1.02912,0.48675,1.07903,0.98683,0.95924,0.98508,0.72278,1.02749,0.34893,1.02093,0.004852,0.004852,0.004852
28,6114.57,1.02724,0.48197,1.07888,0.98703,0.95884,0.98527,0.72307,1.02661,0.34741,1.02039,0.004654,0.004654,0.004654
29,6333.11,1.02278,0.47898,1.0732,0.98799,0.95912,0.9849,0.72345,1.02516,0.34589,1.01963,0.004456,0.004456,0.004456
30,6550.63,1.01646,0.47329,1.07381,0.98719,0.95953,0.98477,0.72341,1.02457,0.3451,1.01914,0.004258,0.004258,0.004258
31,6762.92,1.01225,0.47055,1.07053,0.988,0.95974,0.98523,0.7239,1.02377,0.34433,1.01828,0.00406,0.00406,0.00406
32,6972.25,1.00958,0.46787,1.06898,0.98796,0.95912,0.98546,0.72475,1.02278,0.34431,1.01766,0.003862,0.003862,0.003862
33,7181.64,1.00008,0.46027,1.0662,0.98891,0.95912,0.98587,0.72485,1.02203,0.34353,1.01714,0.003664,0.003664,0.003664
34,7390.7,0.99619,0.45992,1.06348,0.98998,0.95884,0.9854,0.72534,1.0209,0.34282,1.01663,0.003466,0.003466,0.003466
35,7599.84,0.99474,0.45364,1.06296,0.9897,0.95932,0.98548,0.72561,1.02005,0.34191,1.01617,0.003268,0.003268,0.003268
36,7809.48,0.98401,0.44925,1.06064,0.98875,0.95994,0.98537,0.72641,1.01912,0.34141,1.01562,0.00307,0.00307,0.00307
37,8018.94,0.98392,0.44552,1.05856,0.99004,0.95932,0.98545,0.72678,1.01806,0.34075,1.01521,0.002872,0.002872,0.002872
38,8228.17,0.97344,0.44158,1.05403,0.98936,0.96025,0.98555,0.72696,1.01715,0.33995,1.01497,0.002674,0.002674,0.002674
39,8437.53,0.97297,0.44047,1.05043,0.9875,0.96226,0.98577,0.7275,1.01617,0.33925,1.01445,0.002476,0.002476,0.002476
40,8646.5,0.96206,0.43234,1.04688,0.98836,0.96283,0.98581,0.72814,1.01528,0.33818,1.01402,0.002278,0.002278,0.002278
41,8891.63,0.97394,0.3809,1.05599,0.98897,0.9628,0.98584,0.7283,1.01444,0.33778,1.01363,0.00208,0.00208,0.00208
42,9109.1,0.96127,0.37087,1.05185,0.98906,0.96221,0.98554,0.72903,1.01278,0.33683,1.01288,0.001882,0.001882,0.001882
43,9326.71,0.95002,0.36444,1.04926,0.9895,0.96242,0.98562,0.72964,1.01133,0.33602,1.01247,0.001684,0.001684,0.001684
44,9543.78,0.94277,0.35978,1.03587,0.99009,0.96283,0.98577,0.73005,1.00981,0.33504,1.01181,0.001486,0.001486,0.001486
45,9761.56,0.93116,0.35314,1.03159,0.99086,0.96283,0.98541,0.7316,1.00815,0.33419,1.01112,0.001288,0.001288,0.001288
46,9979.17,0.92271,0.34891,1.03017,0.99091,0.96242,0.98582,0.73198,1.00672,0.33352,1.01045,0.00109,0.00109,0.00109
47,10196.6,0.91476,0.34232,1.03179,0.99011,0.96242,0.98588,0.73225,1.0052,0.33253,1.00986,0.000892,0.000892,0.000892
48,10413.5,0.9021,0.33499,1.02827,0.99023,0.96227,0.9856,0.73412,1.00378,0.33213,1.00937,0.000694,0.000694,0.000694
49,10632.7,0.8954,0.33062,1.02052,0.99065,0.96214,0.98514,0.73454,1.0026,0.33115,1.00886,0.000496,0.000496,0.000496
50,10847.4,0.88459,0.32513,1.01379,0.99054,0.96159,0.98467,0.7346,1.00114,0.33062,1.00846,0.000298,0.000298,0.000298
