epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,2218.45,1.04591,0.47667,1.11594,0.97865,0.94806,0.97251,0.69167,1.07499,0.4367,1.13004,0.004357,0.004357,0.004357
59,2257.15,1.0424,0.47687,1.11931,0.97662,0.94077,0.96803,0.69197,1.08046,0.43442,1.12968,0.004258,0.004258,0.004258
60,2295.89,1.03289,0.47252,1.11931,0.97817,0.94169,0.97123,0.69627,1.07016,0.42896,1.13791,0.004159,0.004159,0.004159
61,2334.09,1.03301,0.46644,1.11241,0.97823,0.94175,0.97182,0.69708,1.06879,0.42754,1.12224,0.00406,0.00406,0.00406
62,2372,1.03465,0.46713,1.1174,0.9797,0.94529,0.9693,0.69599,1.08369,0.43258,1.13088,0.003961,0.003961,0.003961
63,2410.36,1.03856,0.4695,1.12371,0.98874,0.9344,0.97175,0.69912,1.06764,0.42379,1.14097,0.003862,0.003862,0.003862
64,2447.84,1.03909,0.47024,1.11373,0.98004,0.9395,0.97163,0.70037,1.06671,0.42965,1.12831,0.003763,0.003763,0.003763
65,2485.66,1.0265,0.46273,1.11377,0.98189,0.93872,0.97086,0.69934,1.06692,0.42267,1.12558,0.003664,0.003664,0.003664
66,2523.65,1.038,0.46418,1.11114,0.98252,0.94123,0.97134,0.70195,1.06417,0.42049,1.13302,0.003565,0.003565,0.003565
67,2561.77,1.0288,0.45907,1.10938,0.98691,0.93895,0.96983,0.69709,1.07204,0.42081,1.12969,0.003466,0.003466,0.003466
68,2599.8,1.01776,0.46148,1.10484,0.9875,0.93585,0.96933,0.70378,1.06294,0.41575,1.12726,0.003367,0.003367,0.003367
69,2638.26,1.01875,0.45309,1.10765,0.98454,0.94077,0.97156,0.70539,1.05606,0.41626,1.12436,0.003268,0.003268,0.003268
70,2676.29,1.0174,0.45299,1.10067,0.97824,0.94396,0.97258,0.70681,1.06064,0.41144,1.11642,0.003169,0.003169,0.003169
71,2715.03,1.02518,0.45335,1.10373,0.98613,0.93947,0.97197,0.70575,1.05873,0.41025,1.11529,0.00307,0.00307,0.00307
72,2753.22,1.01705,0.45092,1.10021,0.98254,0.93667,0.97088,0.70289,1.06092,0.41283,1.1251,0.002971,0.002971,0.002971
73,2792.26,1.012,0.45054,1.09755,0.98599,0.93804,0.97227,0.70231,1.06347,0.40962,1.12243,0.002872,0.002872,0.002872
74,2830.52,1.01062,0.44436,1.09753,0.98488,0.94487,0.97446,0.70734,1.05192,0.40464,1.11463,0.002773,0.002773,0.002773
75,2869.43,1.01234,0.44423,1.09449,0.97949,0.94852,0.97399,0.7073,1.05278,0.40635,1.10652,0.002674,0.002674,0.002674
76,2906.78,1.00741,0.44565,1.0943,0.98013,0.94391,0.97146,0.70519,1.05719,0.40539,1.11549,0.002575,0.002575,0.002575
77,2944.61,1.00833,0.44314,1.09593,0.97748,0.94533,0.97155,0.70605,1.04951,0.40347,1.11319,0.002476,0.002476,0.002476
78,2982.64,1.00235,0.43905,1.09144,0.98376,0.93859,0.97189,0.70233,1.05477,0.40687,1.11098,0.002377,0.002377,0.002377
79,3020.86,1.00662,0.44144,1.08816,0.98616,0.94165,0.97319,0.70529,1.05052,0.40381,1.09984,0.002278,0.002278,0.002278
80,3058.74,1.00318,0.43717,1.08421,0.98519,0.94214,0.97344,0.70864,1.04827,0.4005,1.09956,0.002179,0.002179,0.002179
81,3096.74,0.99989,0.4338,1.08573,0.98108,0.94507,0.97387,0.70906,1.04968,0.39963,1.10125,0.00208,0.00208,0.00208
82,3134.27,0.99479,0.42939,1.08811,0.98065,0.94656,0.97499,0.70969,1.05135,0.39779,1.10825,0.001981,0.001981,0.001981
83,3172.51,0.99432,0.43287,1.08892,0.98844,0.9426,0.97405,0.70854,1.05413,0.39739,1.11132,0.001882,0.001882,0.001882
84,3210.82,0.99408,0.43075,1.08871,0.98569,0.94143,0.97415,0.71019,1.05109,0.39627,1.11138,0.001783,0.001783,0.001783
85,3249.5,0.99327,0.42985,1.08946,0.98623,0.94605,0.97602,0.71346,1.05041,0.39693,1.1121,0.001684,0.001684,0.001684
86,3287.36,0.97833,0.42412,1.08228,0.98759,0.94077,0.97465,0.70991,1.04832,0.39653,1.10691,0.001585,0.001585,0.001585
87,3325.93,0.99021,0.42572,1.08149,0.98573,0.94439,0.97632,0.71063,1.04735,0.39505,1.10739,0.001486,0.001486,0.001486
88,3364.18,0.9867,0.42236,1.08367,0.98479,0.9467,0.97554,0.70943,1.04364,0.39638,1.10368,0.001387,0.001387,0.001387
89,3402.58,0.98416,0.42355,1.08154,0.98669,0.94214,0.97133,0.70893,1.04465,0.39488,1.10365,0.001288,0.001288,0.001288
90,3440.83,0.97605,0.41539,1.07797,0.98805,0.94135,0.97487,0.7086,1.04541,0.39511,1.10596,0.001189,0.001189,0.001189
91,3489.43,0.98271,0.38353,1.08356,0.98618,0.94301,0.97287,0.7045,1.04909,0.39794,1.11262,0.00109,0.00109,0.00109
92,3527.23,0.97095,0.37745,1.07752,0.98198,0.94533,0.97225,0.70761,1.04711,0.39836,1.10947,0.000991,0.000991,0.000991
93,3567.25,0.96744,0.37586,1.07216,0.98423,0.94214,0.97314,0.70829,1.04486,0.39839,1.10762,0.000892,0.000892,0.000892
94,3608.41,0.9653,0.37368,1.07356,0.98624,0.94077,0.97192,0.70752,1.04531,0.39945,1.10918,0.000793,0.000793,0.000793
95,3648.84,0.96163,0.37193,1.07349,0.98545,0.94169,0.97294,0.70874,1.04557,0.39661,1.10867,0.000694,0.000694,0.000694
96,3688.08,0.95765,0.36985,1.06614,0.98708,0.93997,0.97429,0.70992,1.04508,0.39725,1.10683,0.000595,0.000595,0.000595
97,3728.28,0.95212,0.36343,1.06546,0.98248,0.94351,0.97478,0.71106,1.0426,0.3956,1.10382,0.000496,0.000496,0.000496
98,3767.59,0.95278,0.36368,1.06429,0.98416,0.94442,0.97483,0.70966,1.04426,0.39577,1.10347,0.000397,0.000397,0.000397
99,3806.12,0.94923,0.36145,1.0623,0.98665,0.94123,0.97442,0.71007,1.04444,0.39569,1.10354,0.000298,0.000298,0.000298
100,3844.48,0.95023,0.36127,1.06307,0.98756,0.94053,0.97362,0.71117,1.04326,0.39573,1.10316,0.000199,0.000199,0.000199
